13752 14:56:11 ERROR Could not load configuration file: D:\Sitecore\LandmarkSite\Website\App_Config\Include\Landmark.config: System.Xml.XmlException: 'patch' is an undeclared prefix. Line 10, position 13.
   at System.Xml.XmlTextReaderImpl.Throw(Exception e)
   at System.Xml.XmlTextReaderImpl.LookupNamespace(NodeData node)
   at System.Xml.XmlTextReaderImpl.AttributeNamespaceLookup()
   at System.Xml.XmlTextReaderImpl.ParseAttributes()
   at System.Xml.XmlTextReaderImpl.ParseElement()
   at System.Xml.XmlTextReaderImpl.ParseElementContent()
   at System.Xml.XmlReader.ReadStartElement()
   at Sitecore.Xml.Patch.XmlReaderSource.<GetChildren>d__4.MoveNext()
   at Sitecore.Xml.Patch.XmlPatchUtils.MergeChildren(XmlNode target, IXmlElement patch, XmlPatchNamespaces ns, Boolean targetWasInserted)
   at Sitecore.Xml.Patch.XmlPatchUtils.MergeChildren(XmlNode target, IXmlElement patch, XmlPatchNamespaces ns, Boolean targetWasInserted)
   at Sitecore.Configuration.ConfigPatcher.ApplyPatch(String filename)
   at Sitecore.Configuration.Factory.LoadAutoIncludeFiles(ConfigPatcher patcher, String folder)
13752 14:56:12 INFO  HttpModule is being initialized
13752 14:56:16 FATAL Could not find license file: D:\Projects\Landmark\Website\data\license.xml
13752 14:56:16 ERROR Error loading hook: <hook type="Sitecore.Diagnostics.MemoryMonitorHook, Sitecore.Kernel"><param desc="Threshold">800MB</param><param desc="Check interval">00:00:05</param><param desc="Minimum time between log entries">00:01:00</param><ClearCaches>false</ClearCaches><GarbageCollect>false</GarbageCollect><AdjustLoadFactor>false</AdjustLoadFactor></hook>
Exception: Sitecore.SecurityModel.License.LicenseException
Message: Required license is missing: Runtime
Source: Sitecore.Kernel
   at Sitecore.SecurityModel.License.LicenseManager.DemandRuntime(Boolean acceptExpress, Boolean forceUpdate)
   at Sitecore.Data.Managers.ItemManager.GetItem(String itemPath, Language language, Version version, Database database)
   at Sitecore.Globalization.DictionaryDomain.GetDomainDefinitionItem(Database database, String name)
   at Sitecore.Globalization.DictionaryDomain.TryParse(String domainDefinition, Database database, DictionaryDomain& domain)
   at Sitecore.Globalization.DictionaryDomain.GetDefaultDomain(Database database)
   at Sitecore.Pipelines.GetTranslation.TryGetFromContextDatabase.Process(GetTranslationArgs args)
   at (Object , Object[] )
   at Sitecore.Pipelines.CorePipeline.Run(PipelineArgs args)
   at Sitecore.Globalization.Translate.TextByLanguage(String domainName, TranslateOptions options, String key, Language language, String defaultValue, Object[] parameters)
   at Sitecore.Globalization.Translate.TextByLanguage(String key, Language language)
   at Sitecore.MainUtil.FormatSize(Int64 size)
   at Sitecore.Diagnostics.MemoryMonitorHook.Initialize()
   at Sitecore.Events.Hooks.HookManager.LoadAll()

13752 14:56:16 FATAL Could not find license file: D:\Projects\Landmark\Website\data\license.xml
13752 14:56:16 INFO  SubmitQueueService was not started as Analytics is disabled.
ManagedPoolThread #16 14:56:16 INFO  Trying to load XML configuration /App_Config/Security/Domains.config
13752 14:56:16 FATAL Could not find license file: D:\Projects\Landmark\Website\data\license.xml
13752 14:56:16 FATAL Could not find license file: D:\Projects\Landmark\Website\data\license.xml
13752 14:56:16 INFO  Automation aggregation subsystem loader is not initialized as Analytics is disabled.
13752 14:56:16 FATAL Could not find license file: D:\Projects\Landmark\Website\data\license.xml
13752 14:56:16 INFO  Cache created: 'rules' (max size: 800KB, running total: 145MB)
13752 14:56:16 INFO  Cache created: '[FieldReaderCache]' (max size: 5MB, running total: 150MB)
Heartbeat 14:56:19 INFO  Cache created: 'SqlDataProvider - Property data(core)' (max size: 500KB, running total: 151MB)
Heartbeat 14:56:19 INFO  Cache created: 'SqlDataProvider - Property data(master)' (max size: 500KB, running total: 151MB)
Heartbeat 14:56:19 INFO  Cache created: 'SqlDataProvider - Property data(web)' (max size: 500KB, running total: 152MB)
14480 14:56:29 INFO  **************************************************
14480 14:56:29 WARN  Sitecore shutting down
14480 14:56:29 WARN  Shutdown message: Initialization Error
HostingEnvironment initiated shutdown
